inspec_ym,inspec_loc,pH,water02,SS,water04,water05,DO,TP,대장균총,분원성대장균,수온,EC,water12,water13,water14,water15,water16,water17,water18,water19,TN,water21,water22,water23,water24,water25,water26,water27,area_CODE,area_NAME,river_CODE,river_NAME,loc_NAME,loc_ADDR,year,month,river_name,track,ecoli_label_raw,label_A,label_B
199208,207,6.9,102.1,31.6,,61.6,1.2,1.208,4600000.0,,24.0,,0.0,,,,,,,,,,6.756,,,,,,2,중부산,3,동천,동천2,범4호교,1992,8,동천,B,4600000.0,1,1
199208,208,7.2,77.6,31.6,,58.2,0.6,1.184,7000000.0,,24.0,,0.0,,,,,,,,,,6.843,,,,,,2,중부산,3,동천,동천3,범일교,1992,8,동천,B,7000000.0,1,1
199208,215,7.1,49.0,21.9,,33.2,6.3,1.888,14000000.0,,25.0,,0.0,,,,,,,,,,9.967,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1992,8,온천천,A,14000000.0,1,0
199208,216,6.9,85.8,34.0,,30.3,1.7,1.238,13000000.0,,25.0,,0.0,,,,,,,,,,9.636,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1992,8,온천천,A,13000000.0,1,1
199209,206,7.4,92.6,32.6,,64.9,2.1,1.023,4600000.0,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.454,,,0.5,,,2,중부산,3,동천,동천1,광무교,1992,9,동천,B,4600000.0,1,1
199209,207,7.3,96.6,34.2,,64.8,1.8,1.148,2600000.0,,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.719,,,0.6,,,2,중부산,3,동천,동천2,범4호교,1992,9,동천,B,2600000.0,1,1
199209,208,7.3,59.2,27.9,,31.9,1.0,1.205,4900000.0,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.366,,,0.7,,,2,중부산,3,동천,동천3,범일교,1992,9,동천,B,4900000.0,1,1
199209,215,7.2,44.2,24.5,,30.9,4.6,1.264,9400000.0,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.958,,,0.6,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1992,9,온천천,A,9400000.0,1,0
199209,216,7.4,70.8,31.2,,47.8,1.6,1.156,3300000.0,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.87,,,0.5,,,1,수영강,29,온천천,온천천2(연안교),연안교,1992,9,온천천,A,3300000.0,1,1
199210,206,7.4,98.0,34.2,,75.9,2.2,1.037,3100000.0,,20.0,,0.0,,,,,,,,,,6.784,,,,,,2,중부산,3,동천,동천1,광무교,1992,10,동천,B,3100000.0,1,1
199210,207,7.5,88.5,37.7,,66.2,1.5,1.23,1100000.0,,20.0,,0.0,,,,,,,,,,7.357,,,,,,2,중부산,3,동천,동천2,범4호교,1992,10,동천,B,1100000.0,1,1
199210,208,7.6,64.3,28.5,,43.0,0.7,1.24,6300000.0,,21.0,,0.0,,,,,,,,,,7.104,,,,,,2,중부산,3,동천,동천3,범일교,1992,10,동천,B,6300000.0,1,1
199210,215,7.6,47.0,25.1,,27.1,6.2,1.259,2600000.0,,23.0,,0.0,,,,,,,,,,7.243,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1992,10,온천천,A,2600000.0,1,0
199210,216,7.4,74.9,31.9,,59.1,1.1,1.247,1400000.0,,22.0,,0.0,,,,,,,,,,7.256,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1992,10,온천천,A,1400000.0,1,1
199412,208,7.3,53.6,12.6,,28.5,3.1,1.012,1100000.0,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.151,,,0.9,,,2,중부산,3,동천,동천3,범일교,1994,12,동천,B,1100000.0,1,0
199412,215,7.5,108.2,25.3,,25.5,5.0,2.167,3100000.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.032,,,1.2,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1994,12,온천천,A,3100000.0,1,0
199412,216,7.6,99.5,28.5,,88.3,1.9,1.82,2300000.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.071,,,0.8,,,1,수영강,29,온천천,온천천2(연안교),연안교,1994,12,온천천,A,2300000.0,1,1
199501,206,7.8,75.5,28.5,,69.2,8.6,2.152,3100000.0,,7.0,940.0,0.0,,,,,,,,,,24.649,,,,,,2,중부산,3,동천,동천1,광무교,1995,1,동천,B,3100000.0,1,0
199501,207,7.7,67.4,26.5,,76.1,8.3,1.806,3300000.0,,7.0,810.0,0.0,,,,,,,,,,27.315,,,,,,2,중부산,3,동천,동천2,범4호교,1995,1,동천,B,3300000.0,1,0
199501,208,7.4,38.8,14.8,,43.7,8.4,0.998,2300000.0,,5.0,1090.0,0.0,,,,,,,,,,16.909,,,,,,2,중부산,3,동천,동천3,범일교,1995,1,동천,B,2300000.0,1,0
199501,215,7.7,79.6,31.8,,51.7,7.4,2.634,4900000.0,,8.0,850.0,0.0,,,,,,,,,,31.653,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,1,온천천,A,4900000.0,1,0
199501,216,7.8,68.9,27.7,,195.5,6.3,2.278,1200000.0,,6.0,860.0,0.0,,,,,,,,,,30.909,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,1,온천천,A,1200000.0,1,0
199502,206,8.1,128.6,48.9,,122.9,6.7,2.633,1700000.0,,6.0,980.0,0.0,,,,,,,,,,23.653,,,,,,2,중부산,3,동천,동천1,광무교,1995,2,동천,B,1700000.0,1,0
199502,207,8.1,89.8,38.7,,109.0,6.7,2.417,2200000.0,,6.0,970.0,0.0,,,,,,,,,,22.273,,,,,,2,중부산,3,동천,동천2,범4호교,1995,2,동천,B,2200000.0,1,0
199502,208,7.7,48.0,17.3,,20.6,7.4,0.877,310000.0,,5.0,980.0,0.0,,,,,,,,,,14.895,,,,,,2,중부산,3,동천,동천3,범일교,1995,2,동천,B,310000.0,1,0
199502,215,7.8,101.1,38.3,,41.7,6.3,2.714,1100000.0,,12.0,990.0,0.0,,,,,,,,,,26.7,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,2,온천천,A,1100000.0,1,0
199502,216,7.7,110.2,36.7,,40.1,3.9,2.475,1400000.0,,7.0,980.0,0.0,,,,,,,,,,22.647,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,2,온천천,A,1400000.0,1,0
199503,206,7.5,85.7,43.6,,206.5,5.0,2.339,4300000.0,,11.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.637,,,1.1,,,2,중부산,3,동천,동천1,광무교,1995,3,동천,B,4300000.0,1,0
199503,207,7.6,64.3,39.6,,102.3,4.1,2.425,3300000.0,,11.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.882,,,0.6,,,2,중부산,3,동천,동천2,범4호교,1995,3,동천,B,3300000.0,1,0
199503,208,7.4,36.7,24.6,,88.6,4.0,1.322,700000.0,,11.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.068,,,0.6,,,2,중부산,3,동천,동천3,범일교,1995,3,동천,B,700000.0,1,0
199503,215,7.6,76.6,44.0,,70.7,5.3,3.02,2300000.0,,15.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.189,,,1.5,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,3,온천천,A,2300000.0,1,0
199503,216,7.4,87.8,46.2,,94.9,1.6,1.965,3300000.0,,13.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.373,,,2.5,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,3,온천천,A,3300000.0,1,1
199504,206,7.5,64.9,30.7,,33.3,1.5,2.079,5800000.0,,13.0,1190.0,0.0,,,,,,,,,,27.182,,,,,,2,중부산,3,동천,동천1,광무교,1995,4,동천,B,5800000.0,1,1
199504,207,7.5,64.9,33.7,,65.5,2.7,1.94,4900000.0,,13.0,900.0,0.0,,,,,,,,,,22.436,,,,,,2,중부산,3,동천,동천2,범4호교,1995,4,동천,B,4900000.0,1,1
199504,208,7.1,34.5,19.8,,20.8,2.7,0.879,4600000.0,,12.0,1810.0,0.0,,,,,,,,,,15.261,,,,,,2,중부산,3,동천,동천3,범일교,1995,4,동천,B,4600000.0,1,1
199504,215,7.3,68.9,35.2,,30.3,3.8,2.807,6300000.0,,18.0,740.0,0.0,,,,,,,,,,24.274,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,4,온천천,A,6300000.0,1,0
199504,216,7.2,72.0,36.3,,53.1,0.6,2.183,2300000.0,,17.0,1050.0,0.0,,,,,,,,,,23.436,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,4,온천천,A,2300000.0,1,1
199505,206,7.2,50.2,25.0,,56.0,0.6,1.331,4900000.0,,19.0,1210.0,0.0,,,,,,,,,,21.729,,,,,,2,중부산,3,동천,동천1,광무교,1995,5,동천,B,4900000.0,1,1
199505,207,7.4,61.2,36.0,,105.3,0.5,2.102,3300000.0,,19.0,770.0,0.0,,,,,,,,,,26.868,,,,,,2,중부산,3,동천,동천2,범4호교,1995,5,동천,B,3300000.0,1,1
199505,208,7.4,60.0,36.0,,84.0,0.5,1.688,4300000.0,,19.0,750.0,0.0,,,,,,,,,,25.286,,,,,,2,중부산,3,동천,동천3,범일교,1995,5,동천,B,4300000.0,1,1
199505,215,7.3,85.7,54.7,,38.5,3.0,2.603,8400000.0,,23.0,690.0,0.0,,,,,,,,,,21.744,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,5,온천천,A,8400000.0,1,0
199505,216,7.3,89.3,51.1,,65.7,0.5,2.138,3100000.0,,23.0,890.0,0.0,,,,,,,,,,25.71,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,5,온천천,A,3100000.0,1,1
199506,206,7.3,41.9,25.3,,52.2,3.8,0.986,4600000.0,,20.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.74,,,0.8,,,2,중부산,3,동천,동천1,광무교,1995,6,동천,B,4600000.0,1,0
199506,207,7.3,47.0,25.6,,53.3,3.3,1.607,6300000.0,,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.724,,,0.6,,,2,중부산,3,동천,동천2,범4호교,1995,6,동천,B,6300000.0,1,0
199506,208,7.1,39.8,21.6,,30.9,2.3,1.212,12000000.0,,20.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.626,,,0.5,,,2,중부산,3,동천,동천3,범일교,1995,6,동천,B,12000000.0,1,1
199506,215,7.2,61.2,33.0,,22.3,5.6,1.794,7000000.0,,22.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.703,,,1.1,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,6,온천천,A,7000000.0,1,0
199506,216,7.3,59.7,31.2,,36.8,1.4,1.458,3300000.0,,22.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.301,,,1.7,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,6,온천천,A,3300000.0,1,1
199507,206,7.6,51.0,31.2,,68.5,0.5,1.684,3100000.0,,24.0,720.0,0.0,,,,,,,,,,25.579,,,,,,2,중부산,3,동천,동천1,광무교,1995,7,동천,B,3100000.0,1,1
199507,207,7.5,57.2,28.8,,58.7,0.6,1.275,4900000.0,,23.0,780.0,0.0,,,,,,,,,,17.689,,,,,,2,중부산,3,동천,동천2,범4호교,1995,7,동천,B,4900000.0,1,1
199507,208,7.3,38.8,19.2,,14.5,0.5,0.797,3300000.0,,23.0,1390.0,0.0,,,,,,,,,,20.65,,,,,,2,중부산,3,동천,동천3,범일교,1995,7,동천,B,3300000.0,1,1
199507,215,7.6,48.0,29.0,,23.2,3.0,1.177,9400000.0,,23.0,460.0,0.0,,,,,,,,,,25.302,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,7,온천천,A,9400000.0,1,0
199507,216,7.6,57.6,28.0,,41.9,0.5,1.491,4900000.0,,23.0,720.0,0.0,,,,,,,,,,20.734,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,7,온천천,A,4900000.0,1,1
199508,206,7.4,50.5,40.0,,52.8,0.6,2.022,1500000.0,,27.0,1020.0,0.0,,,,,,,,,,21.684,,,,,,2,중부산,3,동천,동천1,광무교,1995,8,동천,B,1500000.0,1,1
199508,207,7.4,53.6,32.0,,53.7,0.8,1.923,4600000.0,,27.0,950.0,0.0,,,,,,,,,,22.28,,,,,,2,중부산,3,동천,동천2,범4호교,1995,8,동천,B,4600000.0,1,1
199508,208,7.3,43.9,30.4,,41.4,0.5,1.447,9300000.0,,28.0,1550.0,0.0,,,,,,,,,,12.923,,,,,,2,중부산,3,동천,동천3,범일교,1995,8,동천,B,9300000.0,1,1
199508,215,7.4,45.9,28.7,,37.2,4.3,2.596,46000000.0,,27.0,580.0,0.0,,,,,,,,,,26.906,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,8,온천천,A,46000000.0,1,0
199508,216,7.5,55.1,30.7,,33.6,0.4,1.884,9300000.0,,29.0,790.0,0.0,,,,,,,,,,24.235,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,8,온천천,A,9300000.0,1,1
199509,206,7.4,51.0,26.0,,34.6,0.8,2.01,3500000.0,,22.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.051,,,0.4,,,2,중부산,3,동천,동천1,광무교,1995,9,동천,B,3500000.0,1,1
199509,207,7.5,34.7,26.0,,16.7,0.9,1.85,79000.0,,21.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.188,,,0.4,,,2,중부산,3,동천,동천2,범4호교,1995,9,동천,B,79000.0,1,1
199509,208,7.4,15.9,11.5,,8.6,0.6,0.991,46000.0,,21.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.912,,,0.5,,,2,중부산,3,동천,동천3,범일교,1995,9,동천,B,46000.0,1,1
199509,215,7.6,22.2,22.7,,15.5,4.6,3.0,2800000.0,,21.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.467,,,0.5,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,9,온천천,A,2800000.0,1,0
199509,216,7.6,30.6,14.5,,37.8,0.9,2.009,350000.0,,21.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.396,,,0.6,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,9,온천천,A,350000.0,1,1
199510,206,7.5,41.9,25.3,,36.5,0.9,1.412,5300000.0,,20.0,870.0,0.0,,,,,,,,,,26.682,,,,,,2,중부산,3,동천,동천1,광무교,1995,10,동천,B,5300000.0,1,1
199510,207,7.5,48.0,27.0,,34.2,1.7,1.697,750000.0,,20.0,860.0,0.0,,,,,,,,,,24.478,,,,,,2,중부산,3,동천,동천2,범4호교,1995,10,동천,B,750000.0,1,1
199510,208,7.4,20.8,17.0,,14.0,0.7,1.127,53000.0,,20.0,6000.0,0.0,,,,,,,,,,15.509,,,,,,2,중부산,3,동천,동천3,범일교,1995,10,동천,B,53000.0,1,1
199510,215,7.4,20.4,23.4,,18.8,5.5,1.577,14000000.0,,22.0,660.0,0.0,,,,,,,,,,21.323,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,10,온천천,A,14000000.0,1,0
199510,216,7.6,37.8,32.0,,35.6,0.9,1.979,4300000.0,,21.0,1150.0,0.0,,,,,,,,,,32.966,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,10,온천천,A,4300000.0,1,1
199511,206,7.6,64.3,34.4,,39.1,3.9,2.984,16000000.0,,13.0,890.0,0.0,,,,,,,,,,18.263,,,,,,2,중부산,3,동천,동천1,광무교,1995,11,동천,B,16000000.0,1,0
199511,207,7.6,56.7,23.2,,24.1,3.2,3.073,150000.0,,13.0,930.0,0.0,,,,,,,,,,17.677,,,,,,2,중부산,3,동천,동천2,범4호교,1995,11,동천,B,150000.0,1,0
199511,208,7.6,23.9,22.0,,14.1,3.1,2.284,360000.0,,12.0,1000.0,0.0,,,,,,,,,,10.821,,,,,,2,중부산,3,동천,동천3,범일교,1995,11,동천,B,360000.0,1,0
199511,215,7.6,37.8,26.0,,23.4,7.1,2.68,1200000.0,,13.0,670.0,0.0,,,,,,,,,,13.969,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,11,온천천,A,1200000.0,1,0
199511,216,7.9,65.8,37.0,,48.3,1.7,2.481,290000.0,,14.0,1120.0,0.0,,,,,,,,,,27.947,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,11,온천천,A,290000.0,1,1
199512,206,7.7,14.1,16.8,,9.5,4.9,0.847,2200000.0,,6.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.384,,,0.2,,,2,중부산,3,동천,동천1,광무교,1995,12,동천,B,2200000.0,1,0
199512,207,7.6,68.9,35.0,,45.4,3.2,2.278,2700000.0,,10.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.859,,,0.8,,,2,중부산,3,동천,동천2,범4호교,1995,12,동천,B,2700000.0,1,0
199512,208,7.5,35.7,28.7,,31.8,4.8,1.164,2200000.0,,9.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.013,,,0.8,,,2,중부산,3,동천,동천3,범일교,1995,12,동천,B,2200000.0,1,0
199512,215,7.4,45.9,27.3,,32.0,6.5,2.654,2300000.0,,13.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.083,,,1.1,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1995,12,온천천,A,2300000.0,1,0
199512,216,7.6,65.8,42.0,,57.2,2.5,2.567,2500000.0,,10.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.742,,,1.0,,,1,수영강,29,온천천,온천천2(연안교),연안교,1995,12,온천천,A,2500000.0,1,1
199601,206,7.2,110.2,34.7,,49.2,8.2,3.726,7000000.0,,5.0,870.0,0.0,,,,,,,,,,22.939,,,,,,2,중부산,3,동천,동천1,광무교,1996,1,동천,B,7000000.0,1,0
199601,207,7.1,87.3,28.0,,47.7,8.6,1.689,8400000.0,,5.0,850.0,0.0,,,,,,,,,,19.388,,,,,,2,중부산,3,동천,동천2,범4호교,1996,1,동천,B,8400000.0,1,0
199601,208,7.1,31.6,17.3,,12.3,8.6,0.696,1300000.0,,5.0,1720.0,0.0,,,,,,,,,,13.459,,,,,,2,중부산,3,동천,동천3,범일교,1996,1,동천,B,1300000.0,1,0
199601,215,7.2,72.3,32.7,,51.8,8.5,2.862,5800000.0,,9.0,950.0,0.0,,,,,,,,,,20.436,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,1,온천천,A,5800000.0,1,0
199601,216,7.1,107.2,39.0,,78.7,4.2,1.595,4600000.0,,7.0,940.0,0.0,,,,,,,,,,23.895,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,1,온천천,A,4600000.0,1,0
199602,206,7.3,100.0,45.0,,62.7,7.0,1.99,4600000.0,,9.0,910.0,0.0,,,,,,,,,,35.196,,,,,,2,중부산,3,동천,동천1,광무교,1996,2,동천,B,4600000.0,1,0
199602,207,7.2,138.8,41.0,,38.0,6.5,1.883,4300000.0,,8.0,920.0,0.0,,,,,,,,,,31.831,,,,,,2,중부산,3,동천,동천2,범4호교,1996,2,동천,B,4300000.0,1,0
199602,208,7.2,89.8,37.0,,25.6,4.3,2.029,1700000.0,,12.0,1090.0,0.0,,,,,,,,,,28.177,,,,,,2,중부산,3,동천,동천3,범일교,1996,2,동천,B,1700000.0,1,0
199602,215,7.1,75.6,44.0,,47.6,6.1,3.718,2600000.0,,11.0,1010.0,0.0,,,,,,,,,,27.896,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,2,온천천,A,2600000.0,1,0
199602,216,7.1,75.5,32.0,,42.1,4.7,2.903,1100000.0,,8.0,1040.0,0.0,,,,,,,,,,44.998,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,2,온천천,A,1100000.0,1,0
199603,206,7.3,91.9,46.0,,64.7,5.5,2.425,5300000.0,,10.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.541,,,5.0,,,2,중부산,3,동천,동천1,광무교,1996,3,동천,B,5300000.0,1,0
199603,207,7.4,89.8,42.0,,63.6,4.6,1.062,2500000.0,,9.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.881,,,3.9,,,2,중부산,3,동천,동천2,범4호교,1996,3,동천,B,2500000.0,1,0
199603,208,7.2,48.0,21.3,,15.8,6.0,0.658,750000.0,,8.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,82.401,,,0.4,,,2,중부산,3,동천,동천3,범일교,1996,3,동천,B,750000.0,1,0
199603,215,7.4,77.6,44.0,,33.8,7.5,0.621,2400000.0,,11.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,75.649,,,6.1,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,3,온천천,A,2400000.0,1,0
199603,216,7.5,79.6,43.0,,48.0,2.5,2.406,9300000.0,,11.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,38.889,,,6.3,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,3,온천천,A,9300000.0,1,1
199604,206,7.4,116.4,52.0,,67.0,2.3,3.088,2600000.0,,13.0,930.0,0.0,,,,,,,,,,39.929,,,,,,2,중부산,3,동천,동천1,광무교,1996,4,동천,B,2600000.0,1,1
199604,207,7.3,91.9,44.0,,54.5,2.0,2.485,3200000.0,,12.0,1030.0,0.0,,,,,,,,,,34.777,,,,,,2,중부산,3,동천,동천2,범4호교,1996,4,동천,B,3200000.0,1,1
199604,208,7.4,51.4,34.0,,64.1,3.7,1.519,2200000.0,,13.0,18000.0,0.0,,,,,,,,,,23.261,,,,,,2,중부산,3,동천,동천3,범일교,1996,4,동천,B,2200000.0,1,0
199604,215,7.4,69.4,51.0,,50.6,5.7,3.666,940000.0,,13.0,890.0,0.0,,,,,,,,,,34.178,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,4,온천천,A,940000.0,1,0
199604,216,7.6,75.5,43.0,,42.9,3.5,2.752,1700000.0,,12.0,940.0,0.0,,,,,,,,,,29.843,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,4,온천천,A,1700000.0,1,0
199605,206,7.4,113.3,48.0,,105.0,1.1,3.863,540000.0,,17.0,900.0,0.0,,,,,,,,,,34.58,,,,,,2,중부산,3,동천,동천1,광무교,1996,5,동천,B,540000.0,1,1
199605,207,7.3,79.6,46.0,,73.5,0.6,2.613,680000.0,,18.0,920.0,0.0,,,,,,,,,,32.784,,,,,,2,중부산,3,동천,동천2,범4호교,1996,5,동천,B,680000.0,1,1
199605,208,7.2,33.1,26.1,,28.1,0.8,0.891,760000.0,,17.0,980.0,0.0,,,,,,,,,,24.1,,,,,,2,중부산,3,동천,동천3,범일교,1996,5,동천,B,760000.0,1,1
199605,215,7.5,59.2,31.0,,26.1,3.7,3.089,1100000.0,,18.0,1050.0,0.0,,,,,,,,,,32.489,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,5,온천천,A,1100000.0,1,0
199605,216,7.4,73.5,42.0,,42.9,0.7,2.844,660000.0,,19.0,980.0,0.0,,,,,,,,,,31.729,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,5,온천천,A,660000.0,1,1
199606,206,7.8,98.0,44.0,,2300.2,0.8,1.947,890000.0,,24.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.674,,,1.0,,,2,중부산,3,동천,동천1,광무교,1996,6,동천,B,890000.0,1,1
199606,207,7.3,24.5,44.0,,75.2,1.7,2.488,1500000.0,,24.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.536,,,1.3,,,2,중부산,3,동천,동천2,범4호교,1996,6,동천,B,1500000.0,1,1
199606,208,7.1,15.3,22.0,,25.4,0.7,0.847,1300000.0,,19.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.204,,,0.2,,,2,중부산,3,동천,동천3,범일교,1996,6,동천,B,1300000.0,1,1
199606,215,7.2,23.0,36.0,,29.7,2.9,2.455,6900000.0,,20.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.012,,,1.2,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,6,온천천,A,6900000.0,1,1
199606,216,7.3,77.6,33.0,,51.2,0.6,2.047,1200000.0,,24.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.004,,,0.6,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,6,온천천,A,1200000.0,1,1
199607,206,7.4,52.1,30.7,,44.1,2.2,0.95,3300000.0,,24.0,590.0,0.0,,,,,,,,,,18.758,,,,,,2,중부산,3,동천,동천1,광무교,1996,7,동천,B,3300000.0,1,1
199607,207,7.2,34.3,29.3,,17.1,1.1,1.618,4000000.0,,25.0,680.0,0.0,,,,,,,,,,16.12,,,,,,2,중부산,3,동천,동천2,범4호교,1996,7,동천,B,4000000.0,1,1
199607,208,7.2,23.1,24.7,,9.5,1.3,0.978,32.0,,26.0,1410.0,0.0,,,,,,,,,,12.494,,,,,,2,중부산,3,동천,동천3,범일교,1996,7,동천,B,32.0,0,1
199607,215,7.3,29.4,22.7,,9.2,5.6,1.799,1700000.0,,27.0,490.0,0.0,,,,,,,,,,15.54,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,7,온천천,A,1700000.0,1,0
199607,216,7.0,16.5,18.7,,7.0,8.4,0.221,110000.0,,25.0,290.0,0.0,,,,,,,,,,6.545,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,7,온천천,A,110000.0,1,0
199608,206,7.2,49.0,32.0,,36.9,0.8,2.433,700000.0,,29.0,720.0,0.0,,,,,,,,,,24.469,,,,,,2,중부산,3,동천,동천1,광무교,1996,8,동천,B,700000.0,1,1
199608,207,7.3,49.0,30.0,,60.7,0.6,2.553,1100000.0,,29.0,750.0,0.0,,,,,,,,,,22.906,,,,,,2,중부산,3,동천,동천2,범4호교,1996,8,동천,B,1100000.0,1,1
199608,208,7.2,19.9,18.0,,12.0,0.5,1.225,840000.0,,30.0,1650.0,0.0,,,,,,,,,,12.419,,,,,,2,중부산,3,동천,동천3,범일교,1996,8,동천,B,840000.0,1,1
199608,215,7.3,30.6,27.0,,20.1,3.5,2.358,1400000.0,,29.0,590.0,0.0,,,,,,,,,,20.199,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1996,8,온천천,A,1400000.0,1,0
199608,216,7.2,67.4,53.3,,23.8,0.4,1.618,1700000.0,,29.0,1260.0,0.0,,,,,,,,,,23.132,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1996,8,온천천,A,1700000.0,1,1
199609,206,7.3,36.7,27.0,,142.8,3.3,1.941,630000.0,,25.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.147,,,1.5,,,2,중부산,3,동천,동천1,광무교,1996,9,동천,B,630000.0,1,0
