inspec_ym,inspec_loc,pH,water02,SS,water04,water05,DO,TP,대장균총,분원성대장균,수온,EC,water12,water13,water14,water15,water16,water17,water18,water19,TN,water21,water22,water23,water24,water25,water26,water27,area_CODE,area_NAME,river_CODE,river_NAME,loc_NAME,loc_ADDR,year,month,river_name,track,ecoli_label_raw,label_A,label_B
199701,207,7.0,79.6,43.0,,54.0,5.1,2.943,2300000.0,,10.0,690.0,0.0,,,,,,,,,,23.424,,,,,,2,중부산,3,동천,동천2,범4호교,1997,1,동천,B,2300000.0,1,0
199701,208,6.9,39.2,15.5,,65.9,5.3,1.419,230000.0,,10.0,11400.0,0.0,,,,,,,,,,13.202,,,,,,2,중부산,3,동천,동천3,범일교,1997,1,동천,B,230000.0,1,0
199701,215,7.3,77.6,39.2,,45.0,6.0,2.584,530000.0,,11.0,720.0,0.0,,,,,,,,,,18.864,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1997,1,온천천,A,530000.0,1,0
199701,216,7.3,180.7,104.0,,88.8,4.2,2.521,640000.0,,11.0,740.0,0.0,,,,,,,,,,29.749,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1997,1,온천천,A,640000.0,1,0
199702,206,7.2,51.8,40.0,,67.4,5.2,1.996,9200.0,,9.0,620.0,0.0,,,,,,,,,,27.782,,,,,,2,중부산,3,동천,동천1,광무교,1997,2,동천,B,9200.0,1,0
199702,207,7.2,72.0,44.0,,46.7,4.7,2.083,19000.0,,10.0,630.0,0.0,,,,,,,,,,28.116,,,,,,2,중부산,3,동천,동천2,범4호교,1997,2,동천,B,19000.0,1,0
199702,208,7.3,73.5,23.0,,91.9,3.7,2.243,7300.0,,9.0,1200.0,0.0,,,,,,,,,,24.457,,,,,,2,중부산,3,동천,동천3,범일교,1997,2,동천,B,7300.0,1,0
199702,215,7.3,36.7,41.6,,44.8,5.5,2.535,9100.0,,13.0,740.0,0.0,,,,,,,,,,28.487,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1997,2,온천천,A,9100.0,1,0
199702,216,7.6,87.8,74.0,,54.7,2.0,2.901,12000.0,,10.0,750.0,0.0,,,,,,,,,,33.682,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1997,2,온천천,A,12000.0,1,1
199703,206,7.0,73.5,43.0,,60.3,4.5,2.631,1500000.0,,13.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.177,,,3.7,,,2,중부산,3,동천,동천1,광무교,1997,3,동천,B,1500000.0,1,0
199703,207,7.0,87.8,45.0,,68.1,4.4,2.615,1100000.0,,13.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.777,,,1.0,,,2,중부산,3,동천,동천2,범4호교,1997,3,동천,B,1100000.0,1,0
199703,208,7.3,43.9,45.3,,48.1,3.6,1.329,3900000.0,,13.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.953,,,1.1,,,2,중부산,3,동천,동천3,범일교,1997,3,동천,B,3900000.0,1,0
199703,215,7.1,58.2,23.3,,48.8,5.4,1.794,640000.0,,16.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.933,,,1.1,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1997,3,온천천,A,640000.0,1,0
199703,216,7.1,85.7,31.0,,56.9,2.0,2.129,440000.0,,15.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.644,,,4.1,,,1,수영강,29,온천천,온천천2(연안교),연안교,1997,3,온천천,A,440000.0,1,1
199704,206,7.0,38.3,26.7,,36.4,1.8,2.417,530000.0,,15.0,550.0,0.0,,,,,,,,,,26.513,,,,,,2,중부산,3,동천,동천1,광무교,1997,4,동천,B,530000.0,1,1
199704,207,6.8,26.6,37.3,,58.2,1.6,2.526,230000.0,,14.0,650.0,0.0,,,,,,,,,,25.867,,,,,,2,중부산,3,동천,동천2,범4호교,1997,4,동천,B,230000.0,1,1
199704,208,6.9,10.9,16.7,,36.3,1.7,1.074,1900000.0,,14.0,820.0,0.0,,,,,,,,,,12.892,,,,,,2,중부산,3,동천,동천3,범일교,1997,4,동천,B,1900000.0,1,1
199704,215,6.9,39.3,27.3,,36.4,4.2,2.091,160000.0,,17.0,460.0,0.0,,,,,,,,,,21.22,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1997,4,온천천,A,160000.0,1,0
199704,216,6.9,38.8,38.7,,39.0,0.7,2.786,210000.0,,18.0,560.0,0.0,,,,,,,,,,26.871,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1997,4,온천천,A,210000.0,1,1
199910,206,7.3,44.3,27.0,,65.1,1.9,2.597,1300000.0,,20.0,540.0,0.0,,,,,,,,,,22.773,,,,,,2,중부산,3,동천,동천1,광무교,1999,10,동천,B,1300000.0,1,1
199910,207,7.2,32.0,21.0,,56.3,1.6,1.96,2200000.0,,20.0,650.0,0.0,,,,,,,,,,16.708,,,,,,2,중부산,3,동천,동천2,범4호교,1999,10,동천,B,2200000.0,1,1
199910,208,7.2,14.2,11.6,,11.5,0.7,1.256,1100000.0,,20.0,11500.0,0.0,,,,,,,,,,10.239,,,,,,2,중부산,3,동천,동천3,범일교,1999,10,동천,B,1100000.0,1,1
199910,215,7.6,2.5,5.6,,2.4,4.6,0.314,460000.0,,18.0,380.0,0.0,,,,,,,,,,7.964,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1999,10,온천천,A,460000.0,1,0
199910,216,7.5,4.8,8.3,,6.1,6.4,1.47,79000.0,,19.0,480.0,0.0,,,,,,,,,,9.286,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1999,10,온천천,A,79000.0,1,0
199911,206,7.4,41.5,30.0,,58.2,1.1,2.442,1700000.0,,16.0,610.0,0.0,,,,,,,,,,23.943,,,,,,2,중부산,3,동천,동천1,광무교,1999,11,동천,B,1700000.0,1,1
199911,207,7.4,17.7,15.5,,18.6,0.9,1.578,1300000.0,,16.0,670.0,0.0,,,,,,,,,,16.138,,,,,,2,중부산,3,동천,동천2,범4호교,1999,11,동천,B,1300000.0,1,1
199911,208,7.3,17.3,12.4,,7.8,0.3,1.194,790000.0,,15.0,,0.0,,,,,,,,,,9.634,,,,,,2,중부산,3,동천,동천3,범일교,1999,11,동천,B,790000.0,1,1
199911,215,7.9,8.0,9.0,,5.7,9.0,1.214,94000.0,,14.0,490.0,0.0,,,,,,,,,,9.976,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1999,11,온천천,A,94000.0,1,0
199911,216,7.2,39.3,22.0,,47.7,0.8,1.92,49000.0,,17.0,880.0,0.0,,,,,,,,,,21.503,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,1999,11,온천천,A,49000.0,1,1
199912,206,7.5,50.3,29.3,,53.4,3.7,2.689,940000.0,,11.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.839,,,1.3,,,2,중부산,3,동천,동천1,광무교,1999,12,동천,B,940000.0,1,0
199912,207,7.4,34.4,20.0,,34.1,2.7,2.134,700000.0,,11.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.32,,,1.1,,,2,중부산,3,동천,동천2,범4호교,1999,12,동천,B,700000.0,1,1
199912,208,7.3,10.3,10.0,,7.5,1.3,0.668,350000.0,,12.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.515,,,0.4,,,2,중부산,3,동천,동천3,범일교,1999,12,동천,B,350000.0,1,1
199912,215,7.8,44.3,30.0,,37.7,11.1,2.23,22000.0,,8.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.514,,,0.9,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,1999,12,온천천,A,22000.0,1,0
199912,216,7.9,12.1,11.0,,10.4,10.9,0.683,17000.0,,8.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.536,,,0.2,,,1,수영강,29,온천천,온천천2(연안교),연안교,1999,12,온천천,A,17000.0,1,0
200001,206,7.2,41.3,42.2,,108.9,4.5,3.75,93000000.0,,10.0,680.0,0.0,,,,,,,,,,27.232,,,,,,2,중부산,3,동천,동천1,광무교,2000,1,동천,B,93000000.0,1,0
200001,207,7.1,39.5,29.6,,68.6,5.4,3.395,93000000.0,,10.0,790.0,0.0,,,,,,,,,,16.855,,,,,,2,중부산,3,동천,동천2,범4호교,2000,1,동천,B,93000000.0,1,0
200001,208,6.9,18.9,14.4,,15.7,1.2,1.669,4300000.0,,11.0,24000.0,0.0,,,,,,,,,,10.308,,,,,,2,중부산,3,동천,동천3,범일교,2000,1,동천,B,4300000.0,1,1
200001,215,8.2,23.4,29.6,,24.6,14.5,2.596,9300000.0,,7.0,450.0,0.0,,,,,,,,,,14.905,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,1,온천천,A,9300000.0,1,0
200001,216,7.4,11.9,11.7,,11.2,8.1,1.034,43000.0,,8.0,1270.0,0.0,,,,,,,,,,8.706,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,1,온천천,A,43000.0,1,0
200002,206,7.3,47.3,41.0,,74.7,6.4,2.016,43000000.0,,8.0,610.0,0.0,,,,,,,,,,22.32,,,,,,2,중부산,3,동천,동천1,광무교,2000,2,동천,B,43000000.0,1,0
200002,207,7.3,43.3,29.6,,42.7,6.6,1.344,21000000.0,,8.0,690.0,0.0,,,,,,,,,,15.36,,,,,,2,중부산,3,동천,동천2,범4호교,2000,2,동천,B,21000000.0,1,0
200002,208,7.1,25.7,19.2,,17.3,1.1,1.536,4300000.0,,9.0,25000.0,0.0,,,,,,,,,,12.24,,,,,,2,중부산,3,동천,동천3,범일교,2000,2,동천,B,4300000.0,1,1
200002,215,8.0,19.3,22.0,,14.0,15.1,2.064,93000.0,,8.0,540.0,0.0,,,,,,,,,,17.76,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,2,온천천,A,93000.0,1,0
200002,216,7.4,10.9,15.6,,12.0,9.6,1.152,240000.0,,6.0,3000.0,0.0,,,,,,,,,,10.8,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,2,온천천,A,240000.0,1,0
200003,206,7.3,41.6,49.3,,78.3,4.3,2.4,340000000.0,,10.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.56,,,1.4,,,2,중부산,3,동천,동천1,광무교,2000,3,동천,B,340000000.0,1,0
200003,207,7.2,28.0,24.8,,21.5,3.3,2.112,4000000.0,,10.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.213,,,0.7,,,2,중부산,3,동천,동천2,범4호교,2000,3,동천,B,4000000.0,1,0
200003,208,7.0,27.9,16.8,,10.5,2.2,1.872,3300000.0,,10.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.974,,,1.1,,,2,중부산,3,동천,동천3,범일교,2000,3,동천,B,3300000.0,1,1
200003,215,8.1,17.0,15.3,,13.0,16.2,1.92,2200.0,,9.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.6,,,0.4,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,3,온천천,A,2200.0,1,0
200003,216,7.4,9.5,16.4,,9.2,9.3,1.248,1100.0,,8.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.733,,,0.3,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,3,온천천,A,1100.0,1,0
200004,206,7.3,28.7,36.0,,59.2,0.8,2.323,3300000.0,,15.0,770.0,0.0,,,,,,,,,,15.811,,,,,,2,중부산,3,동천,동천1,광무교,2000,4,동천,B,3300000.0,1,1
200004,207,7.1,26.2,25.6,,28.3,0.4,2.213,11000000.0,,15.0,5600.0,0.0,,,,,,,,,,14.76,,,,,,2,중부산,3,동천,동천2,범4호교,2000,4,동천,B,11000000.0,1,1
200004,208,7.0,32.2,20.4,,19.7,0.6,1.8,13000000.0,,15.0,17000.0,0.0,,,,,,,,,,11.664,,,,,,2,중부산,3,동천,동천3,범일교,2000,4,동천,B,13000000.0,1,1
200004,215,8.1,21.1,24.7,,21.2,13.9,2.554,49000.0,,14.0,640.0,0.0,,,,,,,,,,15.542,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,4,온천천,A,49000.0,1,0
200004,216,7.3,11.0,14.4,,15.6,4.4,1.67,22000.0,,14.0,1950.0,0.0,,,,,,,,,,7.858,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,4,온천천,A,22000.0,1,0
200005,206,7.4,49.7,30.0,,106.2,0.3,3.6,22000000.0,,20.0,680.0,0.0,,,,,,,,,,22.992,,,,,,2,중부산,3,동천,동천1,광무교,2000,5,동천,B,22000000.0,1,1
200005,207,7.4,37.4,23.2,,52.1,0.4,3.221,46000000.0,,21.0,1040.0,0.0,,,,,,,,,,21.6,,,,,,2,중부산,3,동천,동천2,범4호교,2000,5,동천,B,46000000.0,1,1
200005,208,7.2,48.3,22.0,,21.2,0.4,2.16,9400000.0,,22.0,6750.0,0.0,,,,,,,,,,22.872,,,,,,2,중부산,3,동천,동천3,범일교,2000,5,동천,B,9400000.0,1,1
200005,215,8.1,19.1,18.7,,12.4,10.6,2.376,240000.0,,23.0,620.0,0.0,,,,,,,,,,20.664,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,5,온천천,A,240000.0,1,0
200005,216,7.8,13.8,15.6,,9.5,4.6,1.867,33000.0,,25.0,700.0,0.0,,,,,,,,,,9.192,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,5,온천천,A,33000.0,1,0
200006,206,7.4,22.1,34.0,,58.9,0.8,1.824,940000.0,,21.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.6,,,2.2,,,2,중부산,3,동천,동천1,광무교,2000,6,동천,B,940000.0,1,1
200006,207,7.3,35.7,29.6,,41.4,0.5,1.856,,,22.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.352,,,3.0,,,2,중부산,3,동천,동천2,범4호교,2000,6,동천,B,,0,1
200006,208,7.2,24.6,20.0,,17.9,0.4,1.488,7000000.0,,20.0,21750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.928,,,1.7,,,2,중부산,3,동천,동천3,범일교,2000,6,동천,B,7000000.0,1,1
200006,215,8.2,16.1,20.7,,7.7,9.9,1.963,79000.0,,22.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.48,,,0.2,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,6,온천천,A,79000.0,1,0
200006,216,8.9,5.6,13.6,,16.6,14.2,0.677,7900.0,,27.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.744,,,0.1,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,6,온천천,A,7900.0,1,0
200007,206,8.7,24.9,20.7,,38.7,0.5,2.318,1700000.0,,25.0,460.0,0.0,,,,,,,,,,16.824,,,,,,2,중부산,3,동천,동천1,광무교,2000,7,동천,B,1700000.0,1,1
200007,207,7.5,12.5,17.3,,12.5,0.5,1.747,500000000.0,,26.0,440.0,0.0,,,,,,,,,,14.424,,,,,,2,중부산,3,동천,동천2,범4호교,2000,7,동천,B,500000000.0,1,1
200007,208,7.4,15.8,12.4,,13.3,0.1,1.286,23000000.0,,27.0,30000.0,0.0,,,,,,,,,,10.68,,,,,,2,중부산,3,동천,동천3,범일교,2000,7,동천,B,23000000.0,1,1
200007,215,7.4,8.3,12.8,,7.9,5.8,1.214,30000.0,,28.0,340.0,0.0,,,,,,,,,,9.432,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,7,온천천,A,30000.0,1,0
200007,216,7.6,9.6,16.0,,23.8,1.4,1.589,23000.0,,31.0,360.0,0.0,,,,,,,,,,12.288,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,7,온천천,A,23000.0,1,1
200008,206,7.5,11.6,12.0,,14.6,2.0,1.45,900000.0,,26.0,630.0,0.0,,,,,,,,,,17.04,,,,,,2,중부산,3,동천,동천1,광무교,2000,8,동천,B,900000.0,1,1
200008,207,7.4,12.4,10.5,,11.2,1.5,1.315,700000000.0,,25.0,530.0,0.0,,,,,,,,,,14.496,,,,,,2,중부산,3,동천,동천2,범4호교,2000,8,동천,B,700000000.0,1,1
200008,208,7.3,15.8,11.0,,11.4,0.1,1.037,11000000.0,,28.0,14250.0,0.0,,,,,,,,,,9.696,,,,,,2,중부산,3,동천,동천3,범일교,2000,8,동천,B,11000000.0,1,1
200008,215,7.9,7.0,6.7,,4.3,7.6,0.941,21000.0,,28.0,300.0,0.0,,,,,,,,,,9.552,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,8,온천천,A,21000.0,1,0
200008,216,7.5,6.6,9.2,,10.8,1.8,1.133,11000.0,,29.0,480.0,0.0,,,,,,,,,,10.512,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,8,온천천,A,11000.0,1,1
200009,206,7.6,9.1,12.3,,16.7,2.1,1.555,900000.0,,23.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.074,,,1.1,,,2,중부산,3,동천,동천1,광무교,2000,9,동천,B,900000.0,1,1
200009,207,7.6,9.1,11.3,,6.4,1.7,1.469,110000000.0,,24.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.294,,,1.3,,,2,중부산,3,동천,동천2,범4호교,2000,9,동천,B,110000000.0,1,1
200009,208,7.5,14.4,10.0,,8.6,0.3,1.344,30000000.0,,24.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.664,,,0.8,,,2,중부산,3,동천,동천3,범일교,2000,9,동천,B,30000000.0,1,1
200009,215,8.3,5.6,8.4,,4.4,10.0,0.835,700000.0,,25.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.906,,,0.3,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,9,온천천,A,700000.0,1,0
200009,216,7.8,4.8,8.3,,5.6,5.6,1.085,300000.0,,29.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.176,,,0.5,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,9,온천천,A,300000.0,1,0
200010,206,7.8,18.4,18.5,,29.6,1.5,2.918,2400000.0,,20.0,520.0,0.0,,,,,,,,,,9.024,,,,,,2,중부산,3,동천,동천1,광무교,2000,10,동천,B,2400000.0,1,1
200010,207,7.4,17.4,12.8,,9.9,0.6,3.331,4000000.0,,20.0,8500.0,0.0,,,,,,,,,,17.448,,,,,,2,중부산,3,동천,동천2,범4호교,2000,10,동천,B,4000000.0,1,1
200010,208,7.3,17.4,10.0,,11.5,0.6,1.526,110000000.0,,19.0,25250.0,0.0,,,,,,,,,,6.648,,,,,,2,중부산,3,동천,동천3,범일교,2000,10,동천,B,110000000.0,1,1
200010,215,8.2,8.8,8.6,,3.3,8.8,1.661,1600000.0,,16.0,340.0,0.0,,,,,,,,,,3.024,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,10,온천천,A,1600000.0,1,0
200010,216,8.4,8.4,11.1,,7.5,14.3,1.915,300000.0,,20.0,760.0,0.0,,,,,,,,,,5.28,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,10,온천천,A,300000.0,1,0
200011,206,7.5,21.7,24.5,,46.6,3.1,0.163,1600000.0,,14.0,560.0,0.0,,,,,,,,,,13.464,,,,,,2,중부산,3,동천,동천1,광무교,2000,11,동천,B,1600000.0,1,0
200011,207,7.3,31.8,19.2,,38.4,2.0,0.24,3500000.0,,14.0,1090.0,0.0,,,,,,,,,,9.888,,,,,,2,중부산,3,동천,동천2,범4호교,2000,11,동천,B,3500000.0,1,1
200011,208,7.1,29.4,16.0,,19.9,0.6,0.096,90000000.0,,14.0,18800.0,0.0,,,,,,,,,,6.708,,,,,,2,중부산,3,동천,동천3,범일교,2000,11,동천,B,90000000.0,1,1
200011,215,8.0,7.2,6.6,,2.0,10.7,0.149,17000.0,,10.0,300.0,0.0,,,,,,,,,,5.388,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,11,온천천,A,17000.0,1,0
200011,216,7.7,7.5,8.3,,10.7,7.7,0.288,28000.0,,13.0,460.0,0.0,,,,,,,,,,7.164,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,11,온천천,A,28000.0,1,0
200012,206,7.4,33.8,33.5,,42.6,2.2,0.758,160000.0,,11.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.384,,,1.3,,,2,중부산,3,동천,동천1,광무교,2000,12,동천,B,160000.0,1,1
200012,207,6.9,23.0,22.4,,17.7,1.7,0.408,300000.0,,11.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.904,,,1.1,,,2,중부산,3,동천,동천2,범4호교,2000,12,동천,B,300000.0,1,1
200012,208,7.2,7.3,4.6,,6.6,2.6,0.048,40000.0,,12.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.584,,,0.5,,,2,중부산,3,동천,동천3,범일교,2000,12,동천,B,40000.0,1,1
200012,215,7.6,10.7,10.8,,7.3,13.1,0.83,5000.0,,4.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.58,,,0.5,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2000,12,온천천,A,5000.0,1,0
200012,216,7.6,8.3,11.4,,6.8,14.6,0.874,9000.0,,5.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.46,,,0.1,,,1,수영강,29,온천천,온천천2(연안교),연안교,2000,12,온천천,A,9000.0,1,0
200101,206,7.2,30.2,29.0,,27.6,7.4,2.496,1600000.0,,7.0,540.0,0.0,,,,,,,,,,19.104,,,,,,2,중부산,3,동천,동천1,광무교,2001,1,동천,B,1600000.0,1,0
200101,207,7.1,24.2,22.0,,26.1,6.3,2.069,1600000.0,,8.0,600.0,0.0,,,,,,,,,,17.976,,,,,,2,중부산,3,동천,동천2,범4호교,2001,1,동천,B,1600000.0,1,0
200101,208,6.7,27.2,16.0,,21.7,3.4,1.555,16000.0,,6.0,7400.0,0.0,,,,,,,,,,10.188,,,,,,2,중부산,3,동천,동천3,범일교,2001,1,동천,B,16000.0,1,0
200101,215,7.1,14.8,13.3,,8.1,10.3,1.291,1600.0,,1.0,240.0,0.0,,,,,,,,,,8.694,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2001,1,온천천,A,1600.0,1,0
200101,216,7.3,6.7,13.6,,7.2,8.9,0.811,5000.0,,3.0,1810.0,0.0,,,,,,,,,,8.664,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2001,1,온천천,A,5000.0,1,0
200102,206,7.8,29.0,40.0,,50.0,3.1,3.614,2200000.0,,11.0,920.0,0.0,,,,,,,,,,27.936,,,,,,2,중부산,3,동천,동천1,광무교,2001,2,동천,B,2200000.0,1,0
200102,207,7.2,38.3,20.7,,25.0,2.5,1.853,1600000.0,,11.0,12200.0,0.0,,,,,,,,,,17.112,,,,,,2,중부산,3,동천,동천2,범4호교,2001,2,동천,B,1600000.0,1,1
200102,208,7.1,29.0,20.0,,19.4,0.8,1.286,160000.0,,12.0,31800.0,0.0,,,,,,,,,,12.672,,,,,,2,중부산,3,동천,동천3,범일교,2001,2,동천,B,160000.0,1,1
200102,215,8.2,15.5,22.7,,18.5,10.4,2.52,16000.0,,9.0,610.0,0.0,,,,,,,,,,18.432,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2001,2,온천천,A,16000.0,1,0
200102,216,7.7,8.1,9.0,,5.6,8.0,0.653,16000.0,,9.0,880.0,0.0,,,,,,,,,,7.32,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2001,2,온천천,A,16000.0,1,0
200103,206,7.2,34.2,26.0,,33.2,2.2,2.04,9000000.0,,12.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.768,1.153,,1.2,7.1,,2,중부산,3,동천,동천1,광무교,2001,3,동천,B,9000000.0,1,1
200103,207,6.9,34.7,25.0,,25.6,1.6,1.867,9000000.0,,12.0,16130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.416,0.898,,1.1,5.4,,2,중부산,3,동천,동천2,범4호교,2001,3,동천,B,9000000.0,1,1
200103,208,7.0,18.1,14.0,,12.6,0.8,0.984,90000.0,,12.0,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.32,0.25,,0.8,3.1,,2,중부산,3,동천,동천3,범일교,2001,3,동천,B,90000.0,1,1
200103,215,7.1,18.5,22.7,,13.5,6.3,1.91,160000.0,,18.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.288,1.6,,0.4,7.5,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2001,3,온천천,A,160000.0,1,0
200103,216,8.2,5.8,9.0,,5.3,15.3,0.965,1700.0,,17.0,1200.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.48,0.668,,0.3,10.0,,1,수영강,29,온천천,온천천2(연안교),연안교,2001,3,온천천,A,1700.0,1,0
200103,327,,7.8,7.5,,5.4,,1.186,,,,,,,,,,,,,,,9.584,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2001,3,온천천,A,,0,0
200103,328,,5.2,9.8,,3.3,,1.253,,,,,,,,,,,,,,,7.136,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2001,3,온천천,A,,0,0
200104,206,7.5,36.2,27.3,,31.6,0.8,2.842,9000000.0,,18.0,830.0,0.0,,,,,,,,,,20.736,,,,,,2,중부산,3,동천,동천1,광무교,2001,4,동천,B,9000000.0,1,1
200104,207,7.4,37.6,25.3,,25.9,1.2,2.275,2400000.0,,21.0,950.0,0.0,,,,,,,,,,19.68,,,,,,2,중부산,3,동천,동천2,범4호교,2001,4,동천,B,2400000.0,1,1
200104,208,7.1,23.0,18.7,,15.0,0.4,1.046,3500000.0,,19.0,28200.0,0.0,,,,,,,,,,10.615,,,,,,2,중부산,3,동천,동천3,범일교,2001,4,동천,B,3500000.0,1,1
200104,215,8.7,18.6,21.3,,12.8,14.1,1.2,16000.0,,24.0,590.0,0.0,,,,,,,,,,12.672,,,,,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2001,4,온천천,A,16000.0,1,0
200104,216,8.2,15.3,20.5,,14.0,8.3,1.498,16000.0,,27.0,1660.0,0.0,,,,,,,,,,8.621,,,,,,1,수영강,29,온천천,온천천2(연안교),연안교,2001,4,온천천,A,16000.0,1,0
200104,327,,9.3,9.0,,7.2,,0.797,,,,,,,,,,,,,,,5.264,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2001,4,온천천,A,,0,0
200104,328,,5.6,10.8,,3.8,,0.696,,,,,,,,,,,,,,,3.101,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2001,4,온천천,A,,0,0
200105,206,7.5,26.2,19.3,,20.2,1.0,2.112,300000.0,,20.0,920.0,0.0,,,,,,,,,,19.728,,,,,,2,중부산,3,동천,동천1,광무교,2001,5,동천,B,300000.0,1,1
200105,207,7.3,28.2,22.0,,14.3,0.3,1.79,1600000.0,,20.0,1840.0,0.0,,,,,,,,,,16.992,,,,,,2,중부산,3,동천,동천2,범4호교,2001,5,동천,B,1600000.0,1,1
